Code;Description;OrgCode
10676;Tribal Land and Resources;MTRBL
10677;Staff Related Grievances;MTRBL
10678;ST Related Data;MTRBL
10679;Tribal Policy;MTRBL
10680;Finance Related Matters;MTRBL
10681;Procurement of Goods and Services and Meetings Conducted;MTRBL
10682;Rights and Safeguards for STs;MTRBL
10683;Tribal Guests;MTRBL
10684;Misuse of Funds;MTRBL
10685;Scholarship;MTRBL
10686;Financial Support Including Loans;MTRBL
10687;Central Government STC or TSP funds;MTRBL
10688;State Government or UT TSP Funds;MTRBL
10689;Development of Scheduled Areas and Welfare of STs;MTRBL
10690;Corruption Related to Panchayats;MOPRJ
10692;Panchayat related Allegation of Corruption;MOPRJ
10693;Panchayat Embezzlement or Misappropriation of Funds;MOPRJ
10694;Tribal Research, Culture and Heritage;MTRBL
10695;Eklavya Model Residential Schools   EMRS;MTRBL
10696;MoPR Officials;MOPRJ
10699;Eklavya Model Day Boarding Schools     EMDBS;MTRBL
10700;Centre of Excellence for Sports (CoE for Sports);MTRBL
10703;Panchayat Development Related  Matter;MOPRJ
10704;Misuse of funds given to Panchayats;MOPRJ
10705;Basic facilities in villages;MOPRJ
10706;Civic Amenities;MOPRJ
10707;Harassment Related with Panchayats;MOPRJ
10708;Woman Exploitation in Panchayats;MOPRJ
10709;Harassment cases related to Panchayats;MOPRJ
10710;Others;MOPRJ
10711;e Gram Swaraj;MOPRJ
10712;e gram Swaraj site down;MOPRJ
10713;Planning related issues, Accounting Module;MOPRJ
10714;PRI Profile;MOPRJ
10715;Panchayat Election;MOPRJ
10716;Sarpanch Election GP;MOPRJ
10717;President BP;MOPRJ
10718;Chairman ZP;MOPRJ
10719;Svamitva Scheme;MOPRJ
10720;Property Card;MOPRJ
10721;Pradhan Mantri Jan Jatiya Vikas Mission;MTRBL
10722;TRIFED;MTRBL
10723;Tribes India;MTRBL
10724;Tribal Product Development and Design;MTRBL
10725;Better Infrastructure for Tribal Production;MTRBL
10726;Lack of Information about Pricing or Agencies which buy the Products;MTRBL
10727;Procurement or Marketing of Tribal Products;MTRBL
10728;Self Help Groups;MTRBL
10729;Others;MTRBL
10730;Scheme Policy;MOPRJ
10731;Others;MOPRJ
10732;Establishment and General Administration  matters related to Ministry of Panchayati Raj;MOPRJ
10733;Service related issues;MOPRJ
10734;Procurement or related matters;MOPRJ
10735;Capacity Building of Elected Representatives of Panchayats;MOPRJ
10736;RGSA Training Imparted;MOPRJ
10738;GPDP or BPDP or ZPDP;MOPRJ
10739;NPMU related;MOPRJ
10740;Infrastructure Development under RGSA;MOPRJ
10741;Fiscal Devolution;MOPRJ
10742;15th Finance Commission related;MOPRJ
10743;14th Finance Commission related;MOPRJ
10744;Others;MOPRJ
10745;PESA;MOPRJ
10746;Implementation of PESA Act;MOPRJ
10747;Others;MOPRJ
10748;Education;MTRBL
10749;Health including Sickle Cell Anaemia;MTRBL
10750;Agriculture Including Organic Farming;MTRBL
10751;Skill Development;MTRBL
10752;Employment and Income Generation;MTRBL
10753;Infrastructure in tribal areas including Roads;MTRBL
10754;ITDAs or ITDPs;MTRBL
10755;MADA;MTRBL
10756;Clusters;MTRBL
10757;Van Bandhu Kalyan Yojana;MTRBL
10758;Multilateral Agencies;MTRBL
10759;Pradhan Mantri Adi Adarsh Gram Yojana;MTRBL
10760;Others;MTRBL
10761;Schedule V Areas;MTRBL
10762;Schedule VI Areas;MTRBL
10763;Particularly Vulnerable Tribal Groups   PVTGs;MTRBL
10764;ST Status;MTRBL
10765;Grants in Aid to Voluntary Organisations working for the welfare of the Scheduled Tribes;MTRBL
10766;Strengthening Education among ST Girls in Low Literacy Districts;MTRBL
10767;Others;MTRBL
10768;Land related matters/ Rights /  Resettlement and Rehabilitation;MTRBL
10769;Personnel Related Matters  (Ministry of Tribal Affairs Staff);MTRBL
10770;Data and Evaluation Studies on Progress of STs;MTRBL
10771;Draft Tribal Policy 2006;MTRBL
10772;High Level Committee (Virginia Xaxa Committee) Report;MTRBL
10773;Others;MTRBL
10774;Ministry of Tribal Affairs;MTRBL
10775;Ministry of Tribal Affairs;MTRBL
10776;Safeguard Rights for STs  /  Atrocities Against STs  / Affirmative Action;MTRBL
10777;Republic Day / Others;MTRBL
10778;Misuse of Ministry of Tribal Affairs' Funds by Ministry Officials;MTRBL
10779;Misuse of Ministry of Tribal Affairs Funds by State or UT Government Officials;MTRBL
10780;Denial of Scholarship;MTRBL
10781;Non Receipt of Scholarship;MTRBL
10782;Less Scholarship Allotted;MTRBL
10783;Income Criteria of Parents;MTRBL
10784;Revision of Scholarship Amount;MTRBL
10785;Withdrawal of Scholarship;MTRBL
10786;Delay in Granting Scholarship;MTRBL
10787;College or University not accepting Scholarship forms;MTRBL
10788;Extension of Scholarship;MTRBL
10789;Others;MTRBL
10790;Fellowship;MTRBL
10791;Denial of Fellowship;MTRBL
10792;Non Receipt of Fellowship;MTRBL
10793;Less Fellowship Allotted;MTRBL
10794;Income Criteria of Parents;MTRBL
10795;Revision of Fellowship Amount;MTRBL
10796;Withdrawal of Fellowship;MTRBL
10797;Delay in granting Fellowship;MTRBL
10798;College or University not accepting Fellowship forms;MTRBL
10799;Extension of Fellowship;MTRBL
10800;Others;MTRBL
10801;TRIFED;MTRBL
10802;NSTFDC Term Loan Scheme;MTRBL
10803;Adivasi Mahila Shaktikaran Yojana (AMSY);MTRBL
10804;Micro Credit Scheme;MTRBL
10805;Adivasi Shiksha Rrinn Yojana (Education Loan);MTRBL
10806;Tribal Forest Dwellers Empowerment Scheme;MTRBL
10807;ST Artisans;MTRBL
10808;Minor Forest Produce;MTRBL
10809;Skill Development;MTRBL
10810;Marketing Support Assistance;MTRBL
10811;Margin Money Support Scheme;MTRBL
10812;Health/ AYUSH/ Sickle Cell Anaemia;MTRBL
10813;Others;MTRBL
10814;Ministry of Tribal Affairs' Schemes or Programmes;MTRBL
10815;STC Schemes of Ministries or Departments Other than Ministry of Tribal Affairs;MTRBL
10816;Promoting the Welfare of Scheduled Tribes in a State;MTRBL
10817;Raising the Level of Administration in Scheduled Areas;MTRBL
10818;Preservation of Tribal Cultural Heritage;MTRBL
10819;Tribal Museum;MTRBL
10820;Tribal Tourism;MTRBL
10821;Tribal Festival;MTRBL
10822;Tribal Language;MTRBL
10823;Capacity Building of Tribals and persons or institutions associated with Tribal Affairs;MTRBL
10824;Awareness Creation;MTRBL
10825;Others;MTRBL
10826;Pension Documents;DDPRO
10827;Gratuity;DDPRO
10828;Commutation;DDPRO
10829;Leave encashment;DDPRO
10830;Promotion;DDPRO
10831;Transfer;DDPRO
10832;MACP;DDPRO
10833;DPC;DDPRO
10834;Selection or Recruitment  or appointment of School Teachers including Principal;MTRBL
10835;Eligibility Criteria of Teachers;MTRBL
10836;Emolument or Honorarium of Teachers;MTRBL
10837;Appointment of Non Teaching staff / Contractual Staff/  Adhoc Employees of Schools;MTRBL
10838;Quality of Schools including of Teaching;MTRBL
10839;Sanction of New EMRS;MTRBL
10840;Construction of EMRS;MTRBL
10841;Application fee for Recruitment ot Teaching    Non Teaching Staff;MTRBL
10842;Hostel Facility in EMRS;MTRBL
10843;Land for EMRS;MTRBL
10844;Others;MTRBL
10845;Non Functional Upgradation (NFU);DDPRO
10846;Medical issues;DDPRO
10847;Leave;DDPRO
10848;Pay Fixation;DDPRO
10849;Salary;DDPRO
10850;Compensation for land losers;DDPRO
10851;Selection or Recruitment  or appointment of School Teachers including Principal;MTRBL
10852;Eligibility Criteria of Teachers;MTRBL
10853;Emolument or Honorarium of Teachers;MTRBL
10854;Appointment of Non Teaching staff / Contractual Staff/  Adhoc Employees of Schools;MTRBL
10855;Quality of Schools including of Teaching;MTRBL
10856;Sanction of New EMDBS;MTRBL
10857;Construction of EMDBS;MTRBL
10858;Application fee for Recruitment of Teaching    Non Teaching Staff;MTRBL
10859;Land for EMDBS;MTRBL
10860;Others;MTRBL
10861;Encroachment related;DDPRO
10862;Payment related;DDPRO
10863;Supply order related;DDPRO
10864;Registration related;DDPRO
10865;Vendor selection related;DDPRO
10866;Earnest money deposit (EMD) related;DDPRO
10867;Selection or Recruitment  or appointment of Instructors including Principal;MTRBL
10868;Eligibility Criteria of Instructors;MTRBL
10869;Emolument or Honorarium of Instructors;MTRBL
10870;Contractual   Adhoc    Employees of Schools;MTRBL
10871;Quality of CoEs;MTRBL
10872;Hostel Facility etc;MTRBL
10873;Sanction of New CoEs;MTRBL
10874;Application Fee for Recruitment of Staff in CoE;MTRBL
10875;Others;MTRBL
10876;Bank guarantee related;DDPRO
10877;Vendor related complaints;DDPRO
10878;Non-payment to supplier against order placed;DDPRO
10879;Scheduling of Areas;MTRBL
10880;Descheduling of Schedule V Areas;MTRBL
10881;Others;MTRBL
10882;Direct purchase order;DDPRO
10883;Development;MTRBL
10884;Governance;MTRBL
10885;Others;MTRBL
10886;Purchase order through GeM portal;DDPRO
10887;Supply related;DDPRO
10888;Quality related;DDPRO
10889;Service and spare related;DDPRO
10890;Others;DDPRO
10891;Recruitment related;DDPRO
10892;Procurement related;DDPRO
10893;Service matter related;DDPRO
10894;Others;DDPRO
10895;Reservation for PVTGs;MTRBL
10896;Declaration or Listing of PVTGs;MTRBL
10897;Housing;MTRBL
10898;Education;MTRBL
10899;Health;MTRBL
10900;Land;MTRBL
10901;Agriculture;MTRBL
10902;Animal Husbandry;MTRBL
10903;Construction of Link Roads;MTRBL
10904;Non Conventional Energy Sources;MTRBL
10905;Irrigation;MTRBL
10906;Social Security;MTRBL
10907;Skill Development;MTRBL
10908;Conservation of Culture;MTRBL
10909;Others;MTRBL
10910;Listing of Tribes as ST;MTRBL
10911;Forest Right Act  (FRA);MTRBL
10912;Panchayat Extension to Scheduled Areas Act 1996 (PESA);MTRBL
10913;Right to Fair Compensation and Transparency in Land Acquisition, Rehabilitation and Resettlement Act (RFCTLARR);MTRBL
10914;Land Titles;MTRBL
10915;Rights of Self Cultivation and Habitation;MTRBL
10916;Community Rights as Grazing, Fishing and Access to Water Bodies in Forests;MTRBL
10917;Intellectual Property and Traditional Knowledge;MTRBL
10918;Traditional Seasonal Resource Access of Nomadic and Pastoral Community;MTRBL
10919;Community Forest Resource;MTRBL
10920;Collection of Forest Produce;MTRBL
10921;Allocation of Forest Land;MTRBL
10922;Eviction without Rehabilitation and Settlement;MTRBL
10923;Compensation for Acquired Tribal Land;MTRBL
10924;Basic Development Facilities (Education, Health, Nutrition, Infrastructure including Roads etc) for forest Dwellers;MTRBL
10925;Biodiversity and maintenance of ecological balance;MTRBL
10926;Gene Bank;MTRBL
10927;Mining;MTRBL
10928;Others;MTRBL
10929;Recruitment;MTRBL
10930;Promotion;MTRBL
10931;Pension Related Matters;MTRBL
10932;Staff Training;MTRBL
10933;Leave Travel Concession;MTRBL
10934;Leave Records;MTRBL
10935;Performance Appraisal Reports;MTRBL
10936;Recruitment Rules for Posts under Ministry of Tribal Affairs;MTRBL
10937;Others;MTRBL
10938;ST population;MTRBL
10939;Socio Economic Development Related Data;MTRBL
10940;Monitoring and Evaluation of Progress of STs;MTRBL
10941;Gender Budget;MTRBL
10942;Infrastructure Gap;MTRBL
10943;Science and Technology  in Tribal Development;MTRBL
10944;Ministry of Tribal Affairs Expenditure;MTRBL
10945;concurrence to financial proposals of the Ministry and Preparation of Budget and other related works in respect of Grant No.99 of the Ministry of Tribal Affairs;MTRBL
10946;Procurement;MTRBL
10947;Meeting and Conferences;MTRBL
10948;Safeguard rights of  the Tribal Communities over mineral resources, water resources etc. as per law;MTRBL
10949;Relief and rehabilitation measures for tribal groups displaced by development projects;MTRBL
10950;Planning Process related to Socio Economic Development of STs;MTRBL
10951;Affirmative Action for STs including  Private Sector and Others;MTRBL
10952;Others;MTRBL
10953;Accommodation;MTRBL
10954;Honorarium;MTRBL
10955;Others;MTRBL
10956;Department of Agriculture Research and Education;DOARE
10957;Administrative;DOARE
10958;Pension;DOARE
10959;Scheme and Policy;DOARE
10960;Scientific  and Technical Matters;DOARE
10961;Complaint/Grievance against HGO;MOMAF
10962;Agriculture Education and Training;DOARE
10963;Others;DOARE
10964;MPLAD Scheme;MOSPI
10965;Service and Recruitment;DOARE
10966;Pension Cases;MOSPI
10967;Complaint against administration;MOMAF
10968;Complaint against Govt. officials;MOMAF
10969;Complaint against Police official;MOMAF
10970;Complaint against communal violence;MOMAF
10971;Culture rights;MOMAF
10972;Economic matters;MOMAF
10973;Education matters;MOMAF
10974;Harassment misbehavior against Women;MOMAF
10975;Land disputes;MOMAF
10976;Law and Order Matters;MOMAF
10977;Religious Rights;MOMAF
10978;Service Matters;MOMAF
10979;Wakf Matters;MOMAF
10980;Others;MOMAF
10981;Grievances related to Indian Statistical Institute;MOSPI
10982;Service Matters;MOSPI
10983;Economic Census Related;MOSPI
10984;Other matters;MOSPI
10985;Salary issue;MOSPI
10986;Refund of security deposit for Tablet;MOSPI
10987;TA Bills issue;MOSPI
10988;Non payment of dues for the work done on contract;MOSPI
10989;Information/detail relating to work done under MPLADS;MOSPI
10990;Suggestions with regard to modifications in MPLADS;MOSPI
10991;Retirement Benefits;MOSPI
10992;Retirement Dues;MOSPI
10993;Miscellaneous;MOSPI
10994;Hate crime or speech;MOMAF
10995;Gazetted Officer;MOSPI
10996;Non-Gazetted Officials;MOSPI
10997;Other Officials;MOSPI
10998;Gazetted Officer;MOSPI
10999;Non-Gazetted Officials;MOSPI
11000;Other Officials;MOSPI
11001;Gazetted Officer;MOSPI
11002;Non-Gazetted Officials;MOSPI
11003;Other Officials;MOSPI
11004;Ministry of Statistics and Programme Implementation Officials;MOSPI
11005;Field Operation Division Officials;MOSPI
11006;Ministry of Statistics and Programme Implementation Officials;MOSPI
11007;Field Operation Division Officials;MOSPI
11008;Ministry of Statistics and Programme Implementation Officials;MOSPI
11009;Field Operation Division Officials;MOSPI
11010;Ministry of Statistics and Programme Implementation Officials;MOSPI
11011;Field Operation Division Officials;MOSPI
11012;Ministry of Statistics and Programme Implementation Officials;MOSPI
11013;Field Operation Division Officials;MOSPI
11014;Ministry of Statistics and Programme Implementation Officials;MOSPI
11015;Field Operation Division Officials;MOSPI
11016;Ministry of Statistics and Programme Implementation Officials;MOSPI
11017;Field Operation Division Officials;MOSPI
11018;Ministry of Statistics and Programme Implementation Officials;MOSPI
11019;Field Operation Division Officials;MOSPI
11020;Ministry of Statistics and Programme Implementation Officials;MOSPI
11021;Field Operation Division Officials;MOSPI
11022;All Service matter of CWC;MOMAF
11023;Tender related matters;MOMAF
11024;Procurement related matters;MOMAF
11025;Security related matter;MOMAF
11026;Hiring/Outsourcing of contractual staff;MOMAF
11027;Official vechile related matters;MOMAF
11028;All establishment matters related to CWC;MOMAF
11029;House keeping related matters;MOMAF
11030;Personnel related matter;MOSPI
11031;Recruitment related Exam;MOSPI
11032;All legal matters related to CWC;MOMAF
11033;RTI related matters;MOMAF
11034;Parliament Question related matters;MOMAF
11035;Transfer related;MOSPI
11036;Posting related;MOSPI
11037;Payment of enumerator and supervisor;MOSPI
11038;Court cases;MOMAF
11039;Complaint against State Waqf Board;MOMAF
11040;Grievance related to Indian Statistical Service;MOSPI
11041;Andhra Pradesh;MTRBL
11042;Assam;MTRBL
11043;Bihar;MTRBL
11044;Chhattisgarh;MTRBL
11045;Goa;MTRBL
11046;Gujarat;MTRBL
11047;Himachal Pradesh;MTRBL
11048;Jharkhand;MTRBL
11049;Karnataka;MTRBL
11050;Kerala;MTRBL
11051;Madhya Pradesh;MTRBL
11052;Maharashtra;MTRBL
11053;Manipur;MTRBL
11054;Odisha;MTRBL
11055;Rajasthan;MTRBL
11056;Sikkim;MTRBL
11057;Tamil Nadu;MTRBL
11058;Telangana;MTRBL
11059;Tripura;MTRBL
11060;Uttar Pradesh;MTRBL
11061;Uttarakhand;MTRBL
11062;West Bengal;MTRBL
11063;Andaman and Nicobar;MTRBL
11064;Dadra and Nager Haveli Daman and Diu;MTRBL
11065;Jammu and Kashmir;MTRBL
11066;Ladakh;MTRBL
11067;Pension related matters;MOMAF
11068;Investment related matters;MOMAF
11069;Salary related matters;MOMAF
11070;Income tax TDS related matters;MOMAF
11071;Budget related matters (Waqf Fund);MOMAF
11072;Annual Accounts related matters;MOMAF
11073;Payment related matters;MOMAF
11074;1 percent statutory contribution related matters;MOMAF
11075;Repayment of Loan related matters;MOMAF
11076;Audit related matters;MOMAF
11077;Service Provided;MOMAF
11078;Monetary Fraud;MOMAF
11079;Any other;MOMAF
11080;Encroachment matter of Waqf properties;MOMAF
11081;Illegal sale of Waqf properties;MOMAF
11082;Corruption;MOMAF
11083;Irregularity in the lease of Waqf Properties;MOMAF
11084;Illegal appointment in the Waqf Board;MOMAF
11085;Illegal construction in the Waqf land;MOMAF
11086;Salary and Other Entitlements;DOARE
11087;Vigilance;DOARE
11088;General Admn. Coordination, Publication and Official Language;DOARE
11089;Legal;DOARE
11090;DARE (Department of Agricultural Research and Education);DOARE
11091;ICAR (Indian Council of Agricultural Research);DOARE
11092;CAU (Central Agricultural Universities);DOARE
11093;ASRB (Agricultural Scientist Recruitment Board);DOARE
11094;DARE (Department of Agricultural Research and Education);DOARE
11095;ICAR (Indian Council of Agricultural Research);DOARE
11096;CAU (Central Agricultural Universities);DOARE
11097;ASRB (Agricultural Scientist Recruitment Board);DOARE
11098;ICAR (Indian Council of Agricultural Research);DOARE
11099;CAU (Central Agricultural Universities);DOARE
11100;ICAR (Indian Council of Agricultural Research);DOARE
11101;CAU (Central Agricultural Universities);DOARE
11102;DARE (Department of Agricultural Research and Education);DOARE
11103;ICAR (Indian Council of Agricultural Research);DOARE
11104;CAU (Central Agricultural Universities);DOARE
11105;ASRB (Agricultural Scientist Recruitment Board);DOARE
11106;Administrative Cadre;DOARE
11107;Scientific Cadre;DOARE
11108;Technical Cadre;DOARE
11109;DARE (Department of Agricultural Research and Education);DOARE
11110;ICAR (Indian Council of Agricultural Research);DOARE
11111;CAU (Central Agricultural Universities);DOARE
11112;ASRB (Agricultural Scientist Recruitment Board);DOARE
11113;DARE, Vice-Chancellors of CAUs;DOARE
11114;ICAR (Indian Council of Agricultural Research);DOARE
11115;Central Agricultural Universities - other staff;DOARE
11116;ASRB (Agricultural Scientist Recruitment Board);DOARE
11117;ICAR (Indian Council of Agricultural Research);DOARE
11118;Central Agricultural Universities;DOARE
11119;ASRB (Agricultural Scientist Recruitment Board);DOARE
